title,authors,year,venue,citations,url,abstract
Linear Combination of Heuristic Orderings in Constructing Examination Timetable,"Syariza Abdul-Rahman, A. Bargiela, E. Burke, Ender Özcan, B. McCollum",2011.0,,3,https://www.semanticscholar.org/paper/9783abf3223bde717fe86c13e8a840ce2b0bc704,
"A heuristic approach for searching (d, n)-packing colorings of infinite lattices","D. Korže, Ziga Markus, A. Vesel",2019.0,Discrete Applied Mathematics,3,https://www.semanticscholar.org/paper/1b1a133acbbc5763ce0174a6e4d8f6e9bae4b7f5,"Abstract A ( d , n ) -packing k -coloring of a graph G for integers d and n is a mapping from V ( G ) to the set { 1 , 2 , … , k } such that vertices with color i ∈ { 1 , 2 , … , k } have pairwise distance greater than d + ⌊ i − 1 n ⌋ . The smallest integer k for which there exists a ( d , n ) -packing coloring of a graph G is called the ( d , n ) -packing chromatic number of G . We propose a new heuristic approach to find ( d , n ) -packing colorings of infinite lattices. The proposed algorithms have been able to obtain several ( d , n ) -packing colorings of the infinite square, hexagonal, triangular, eight-regular and octagonal lattice. The obtained results improve upper bounds on the corresponding ( d , n ) -packing chromatic numbers for these graphs."
Reducing the Timeslot Used in Examination Timetable Problem,"T. Mauritsius, Nilo Legowo, F. Gunawan",2018.0,International Conference on Information Management and Technology,3,https://www.semanticscholar.org/paper/2c5b5f1fc36c78d6e78307acf8d863a90d1689dc,"In general, a university examination timetabling problem concerns with the task of matching a set of exams to resources (timeslots and rooms) in such a way that meets some predefined requirements. Majority of the examination timetabling problems are NP-complete. This paper addresses the so-called graph coloring reduction of examination timetabling problem which is to find a feasible examination timetable with minimum timeslots used. The report contains an investigation on the implementation of a heuristic hybridized with a simulated annealing-based heuristic using three different neighborhood structures. The method is tested on a popular dataset, and compare the results with several other authors. The method is capable of finding the best solutions ever reported as well as improving current best known results."
Improved ILP Models and Heuristics for Solving Routing and Resource Allocation Problems in Optical Networks,"Weichang Zheng, Ming Ke, Jinke Li, Mingcong Yang, Yu Zheng, Yongbing Zhang, Kun Yang",2025.0,Journal of Lightwave Technology,3,https://www.semanticscholar.org/paper/da95d4bcfc56415a132b44c60c114ce495a76825,"Integer linear programming (ILP) is an exact method for solving optimization problems; however, its application to large-scale scenarios often becomes impractical due to its exponentially increasing time complexity. To overcome this limitation, heuristic algorithms have been developed to efficiently identify near-optimal solutions. Both methods are widely used for routing and resource allocation in optical networks. Elastic Optical Networks (EONs) improve network capacity and spectral efficiency through granular spectrum division using frequency slots (FS), enabling dynamic spectrum allocation. Nevertheless, this flexibility introduces additional complexity to the Routing and Spectrum Assignment (RSA) problem. In this paper, we present improved ILP models for Routing and Wavelength Assignment (RWA) and RSA problems, highlighting how the properties of the model's coefficient matrix, such as total unimodularity and symmetry, influence performance Additionally, we propose a novel Two-Stage Graph Coloring-based Row Generation (TSGCRG) heuristic algorithm tailored for large-scale RWA and RSA issues. Our experiments conducted across networks and service request matrices of varying scales demonstrate that our proposed ILP models and heuristic algorithms yield superior solutions with reduced computation time compared to existing works. Furthermore, we discuss the impact of the number of candidate paths on the ILP path model and find that using 3 or 5 candidate paths is generally the most recommended choice. This integration of exact and heuristic methods offers practical and optimized solutions for managing optical networks across different problem scales."
A memetic algorithm using partial solutions for graph coloring problem,"Ziwei Zhuang, S. Fan, Hedong Xu, Jing Zheng",2016.0,IEEE Congress on Evolutionary Computation,3,https://www.semanticscholar.org/paper/41cb2f653712cd81222bea1223a169f59bdeb143,
Design of a Multilevel Cooperative Heuristic for the Graph Coloring Problem,"P. Prakasam, M. Toulouse, T. Crainic, R. Qu",2009.0,,3,https://www.semanticscholar.org/paper/5a4dc862f93319c5c7c36be761cc641e37509568,
JCOL: A Java package for solving the graph coloring problem,Shalin S Shah,2020.0,Journal of Open Source Software,3,https://www.semanticscholar.org/paper/3a916be4151399782180507dccaccbbe9018ec3a,"The graph coloring problem aims at assigning colors to the nodes of a graph such that no two connected nodes have the same color. The graph coloring problem is NP-complete and one of the harder problems to solve. Here we present a heuristic to solve this problem using three cascaded algorithms. The graph coloring problem was one of Karp’s 21 NP-complete problems, and is also know as the problem of finding the chromatic number of a graph. Several other problems reduce to graph coloring including solving generalized Sudoku puzzles."
Flight Level Assignment Using Graph Coloring,"J. M. Giménez-Guzmán, Alejandra Martínez-Moraian, Rene D. Reyes-Bardales, David Orden, Iván Marsa-Maestre",2020.0,Applied Sciences,3,https://www.semanticscholar.org/paper/e1197ea256c9127e2b747b6441fdab58d93eec0b,"This paper models an air traffic optimization problem where, on the one hand, flight operators seek to minimize fuel consumption flying at optimal cruise levels and, on the other hand, air traffic managers aim to keep intersecting airways at as distant as possible flight levels. We study such a problem as a factorized optimization, which is addressed through a spectrum graph coloring model, evaluating the effect that safety constraints have on fuel consumption, and comparing different heuristic approaches for allocation."
Implementing graph coloring heuristic in construction phase of curriculum-based course timetabling problem,"Ammar Azlan, N. Hussin",2013.0,International Conference on Smart City and Informatization,3,https://www.semanticscholar.org/paper/bab57d805cb3c030a730e2c0be73941960431589,
A Multi-Coloring Approach for an Order Acceptance and Scheduling Problem with Preemption and Job Incompatibilities,"Simon Thevenin, N. Zufferey, J. Potvin",2013.0,,3,https://www.semanticscholar.org/paper/b21389aee3c27846c99f78b2b941442ff576cbb2,
Network Topology Optimization in Cloud Systems Using Advanced Graph Coloring Algorithms,Sai Dikshit Pasham,2023.0,Research and Analysis Journal,3,https://www.semanticscholar.org/paper/5f485ad7e62e694d8d50716ba2f7d73da2322753,"Cloud systems play a pivotal role in modern computing, demanding highly efficient and adaptable network topologies to meet the growing needs of scalability, resource utilization, and low latency. This paper explores the application of advanced graph coloring algorithms as a solution for optimizing network topology in cloud environments. Graph coloring techniques enable efficient task scheduling, load balancing, and energy conservation by mapping network resources to tasks while avoiding conflicts. The study delves into heuristic, AI-driven, and distributed graph coloring methods, highlighting their relevance to addressing the complexities of dynamic, large-scale cloud networks. This work demonstrates the superiority of graph coloring-based approaches over traditional optimization methods through case studies and comparative analyses. While challenges such as scalability, computational complexity, and real-time adaptability persist, future directions, including the integration of machine learning and quantum computing, offer promising avenues for enhancing network performance. This research underscores the transformative potential of graph coloring in shaping the next generation of cloud systems."
Distributed Saturation Degree Based TDMA Scheduling Algorithm for Target Tracking,"Fan Zhang, Peng Cheng, Jiming Chen, Youxian Sun, Xuemin Shen",2011.0,2011 IEEE International Conference on Communications (ICC),3,https://www.semanticscholar.org/paper/4ce3014a418964ee88e9e1e3499f21137284db3e,
Graph Neural Networks as Ordering Heuristics for Parallel Graph Coloring,"Kenneth Langedal, Fredrik Manne",2024.0,Workshop on Algorithm Engineering and Experimentation,2,https://www.semanticscholar.org/paper/73c388d8ece7698e70ccd44d55259cb6f4d26fd7,"The graph coloring problem asks for an assignment of the minimum number of distinct colors to vertices in an undirected graph with the constraint that no pair of adjacent vertices share the same color. The problem is a thoroughly studied NP-hard combinatorial problem with several real-world applications. As such, a number of greedy heuristics have been suggested that strike a good balance between coloring quality, execution time, and also parallel scalability. In this work, we introduce a graph neural network (GNN) based ordering heuristic and demonstrate that it outperforms existing greedy ordering heuristics both on quality and performance. Previous results have demonstrated that GNNs can produce high-quality colorings but at the expense of excessive running time. The current paper is the first that brings the execution time down to compete with existing greedy heuristics. Our GNN model is trained using both supervised and unsupervised techniques. The experimental results show that a 2-layer GNN model can achieve execution times between the largest degree first (LF) and smallest degree last (SL) ordering heuristics while outperforming both on coloring quality. Increasing the number of layers improves the coloring quality further, and it is only at four layers that SL becomes faster than the GNN. Finally, our GNN-based coloring heuristic achieves superior scaling in the parallel setting compared to both SL and LF."
Triangle Core Decomposition and Maximum Cliques,"Ryan A. Rossi, D. Gleich, A. Gebremedhin",2013.0,,2,https://www.semanticscholar.org/paper/cd29b8c01aba790a390d7d521cea3b446a8c8002,
Optimization of Examination Timetable Using Harmony Search Hyper-Heuristics ( HSHH ) Ms,"Ms Jayashree Rankhambe, M. Kavita, Burke Newall",2014.0,,2,https://www.semanticscholar.org/paper/5912097ce9847fb3fe9f91d3eb21ddbbeeaa7890,
Role Assignment in Wireless Sensor Networks Based on Vertex Coloring,"L. Rizzo, S. Urrutia, A. Loureiro",2013.0,2013 IEEE Seventh International Symposium on Service-Oriented System Engineering,2,https://www.semanticscholar.org/paper/c919a0bdf9d2afd56513d52ef473c12a6caa82d7,
The algorithm for adjacent vertex distinguishing proper edge coloring of graphs,"Jingwen Li, Tengyun Hu, Fei Wen",2015.0,Discret. Math. Algorithms Appl.,2,https://www.semanticscholar.org/paper/58fd68c835d03064e7e8effdab20f09222f2c572,
Optimality Clue for Graph Coloring Problem,"A. Gondran, L. Moalic",2018.0,Integration of AI and OR Techniques in Constraint Programming,2,https://www.semanticscholar.org/paper/4cc9a84dadc5d0a70087cc9ad89ed27f4c05b610,"In this paper, a new approach is presented to qualify or not, a solution found by a heuristic for a potential optimal solution. Our approach is based on the following observation: for a minimization problem, the number of admissible solutions decreases with the value of the objective function. Concerning the Graph Coloring Problem (GCP), we confirm this observation and present a new way in which to prove optimality. This proof is based on the counting of the number of different k-colorings and the number of independent sets of a given graph G."
Efficient Algorithms for Graph Coloring on GPU,"Pham Nguyen Quang Anh, Rui Fan",2018.0,International Conference on Parallel and Distributed Systems,2,https://www.semanticscholar.org/paper/b962a52d5cbebb8e6ca28990678f6414d6e8f287,"Graph coloring is an important problem in computer science and engineering with numerous applications. As the size of data increases today, graphs with millions of nodes are becoming commonplace. Parallel graph coloring algorithms on high throughput graphics processing units (G PU s) have recently been proposed to color such large graphs efficiently. We present two new graph coloring algorithms for GPUs which improve upon existing algorithms both in coloring speed and quality. The first algorithm, counting-based Iones-Plassmann (CJP), uses counters to implement the classic Jones-Plassmann parallel coloring heuristic in a work-efficient manner. The second algorithm, conflict coloring (CC) achieves higher parallelism than CJP, and is based on optimistically coloring the graph using estimates of the chromatic number. We compared CC and CJP with two state-of-the-art GPU coloring algorithms, csrcolor [1] and Deveci et al's [2] vertex/edge-based algorithms (which we call VEB), as well as the sequential CPU algorithm ColPack [3]. In terms of coloring quality, CJP and CC are both far better than csrcolor, while CJP uses 10% fewer colors than VEB on average and CC uses 10% more. Compared to ColPack, CJP and CC use 1.3× and 1.5× more colors on nonbipartite graphs, resp. In terms of speed, CJP is on average 1.5–2× faster than the other algorithms, while CC is 2.7–4.3× faster."
Leveraging High Dimensional Spatial Graph Embedding as a Heuristic for Graph Algorithms,"Peter Oostema, F. Franchetti",2021.0,"IEEE International Symposium on Parallel & Distributed Processing, Workshops and Phd Forum",2,https://www.semanticscholar.org/paper/c926ce229dddd9ee0fd56249b99bf7012d0f3303,"Spatial graph embedding is a technique for placing graphs in space used for visualization and graph analytics. The general goal is to place connected nodes close together while spreading apart all others. Previous work has looked at spatial graph embedding in 2 or 3 dimensions. These used high performance libraries and fast algorithms for N-body simulation. We expand into higher dimensions to find what it can be useful for. Using an arbitrary number of dimensions allows all unweighted graph to have exact edge lengths, as n nodes can all be one distance part in a n − 1 dimensional simplex. This increases the complexity of the simulation, so we provide an efficient GPU implementation in high dimensions. Although high dimensional embeddings cannot be easily visualized they find a consistent structure which can be used for graph analytics. Problems this has been used to solve are graph isomorphism and graph coloring."
Repositório ISCTE-IUL,"P. Fonseca, L. Cancela, Jorge Rebola",,,2,https://www.semanticscholar.org/paper/24af277c0fd66450ca42e79d9a428541ce5bf407,
An Incremental Search Heuristic for Coloring Vertices of a Graph,"Subhankar Ghosal, Sasthi C. Ghosh",2020.0,,2,https://www.semanticscholar.org/paper/58088e93d0c44c2dba79bae89db56a1e12ecd690,
Improving the Speed and Quality of Parallel Graph Coloring,"Ghadeer Alabandi, Martin Burtscher",2022.0,ACM Transactions on Parallel Computing,2,https://www.semanticscholar.org/paper/efa800971780e2c5bee3f1afaad6986579f6a0d8,"Graph coloring assigns a color to each vertex of a graph such that no two adjacent vertices get the same color. It is a key building block in many applications. In practice, solutions that require fewer distinct colors and that can be computed faster are typically preferred. Various coloring heuristics exist that provide different quality versus speed tradeoffs. The highest-quality heuristics tend to be slow. To improve performance, several parallel implementations have been proposed. This paper describes two improvements of the widely used LDF heuristic. First, we present a “shortcutting” approach to increase the parallelism by non-speculatively breaking data dependencies. Second, we present “color reduction” techniques to boost the solution of LDF. On 18 graphs from various domains, the shortcutting approach yields 2.5 times more parallelism in the mean, and the color-reduction techniques improve the result quality by up to 20%. Our deterministic CUDA implementation running on a Titan V is 2.9 times faster in the mean and uses as few or fewer colors as the best GPU codes from the literature."
Heuristic Algorithms for Graph Coloring Problems. (Algorithmes heuristiques pour des problèmes de coloration de graphes),Wen Sun,2018.0,,2,https://www.semanticscholar.org/paper/26bce282c99b20febeaafbdec9fea27f3d9aad43,"
 Cette thèse concerne quatre problèmes de coloration de graphes NPdifficiles, à savoir le problème de coloration (GCP), le problème de coloration équitable (ECP), le problème de coloration des sommets pondérés et le problème de sous-graphe critique (k-VCS). Ces problèmes sont largement étudiés dans la littérature, non seulement pour leur difficulté théorique, mais aussi pour leurs applications réelles dans de nombreux domaines. Étant donné qu'ils appartiennent à la classe de problèmes NP-difficiles, il est difficile de les résoudre dans le cas général de manière exacte. Pour cette raison, cette thèse est consacrée au développement d'approches heuristiques pour aborder ces problèmes complexes. Plus précisément, nous développons un algorithme mémétique de réduction (RMA) pour la coloration des graphes, un algorithme de recherche réalisable et irréalisable (FISA) pour la coloration équitable et un réalisable et irréalisable (AFISA) pour le problème de coloration des sommets pondérés et un algorithme de suppression basé sur le retour en arrière (IBR) pour le problème k-VCS. Tous les algorithmes ont été expérimentalement évalués et comparés aux méthodes de l'état de l'art."
Evolutionary Algorithm for Graph Coloring Problem,"Robiul Islam, Arup Pramanik",2021.0,arXiv.org,2,https://www.semanticscholar.org/paper/6296a9e8a65680ccd6523be9114729225757f75a,"The graph coloring problem (GCP) is one of the most studied NP-HARD problems in computer science. Given a graph , the task is to assign a color to all vertices such that no vertices sharing an edge receive the same color and that the number of used colors, is minimal. Different heuristic, meta-heuristic, machine learning and hybrid solution methods have been applied to obtain the solution. To solve this problem we use mutation of evolutionary algorithm. For this purpose we introduce binary encoding for Graph Coloring Problem. This binary encoding help us for mutation, evaluate, immune system and merge color easily and also reduce coloring dynamically. In the traditional evolutionary algorithm (EA) for graph coloring, k-coloring approach is used and the EA is run repeatedly until the lowest possible is reached. In our paper, we start with the theoretical upper bound of chromatic number, that is, maximum out-degree + 1 and in the process of evolution some of the colors are made unused to dynamically reduce the number of color in every generation. We test few standard DIMACS benchmark and compare resent paper. Maximum results are same as expected chromatic color and few data sets are larger than expected chromatic number"
Recent Trends and Developments in Graph Coloring,"Malti Baghel, Shikha Agrawal, S. Silakari",2013.0,,2,https://www.semanticscholar.org/paper/18fcb768c0883f128147b790d79f7b777f9d8560,
FWLS: A Local Search for Graph Coloring,"Wei Wu, Chuan Luo, Kaile Su",2013.0,FAW-AAIM,2,https://www.semanticscholar.org/paper/474b4686c1dbd1044e45935f9b5cb5a505d49272,
Selecting suitable solution strategies for Classes of graph coloring instances using data mining,"N. Insani, K. Smith‐Miles, Davaatseren Baatar",2013.0,International Conferences on Information Technologies and Electrical Engineering,2,https://www.semanticscholar.org/paper/8f064846ede3bed3c8b785dbd826bd3550ffb23d,
"Scalable, Shared Memory Parallel Graph Coloring Heuristics","A. Gebremedhin, F. Manne",1999.0,,2,https://www.semanticscholar.org/paper/5a3ccd46501e19f24c40a36bfbca805eda02fe8f,
A multi-level graph coloring approach for the Bus driver's timetables: A real case study of the public transport of Sfax,"M. Mnif, Youssef Masmoudi, H. Chabchoub",2011.0,2011 4th International Conference on Logistics,2,https://www.semanticscholar.org/paper/2c39c819c789e96eb0a7dfe92cd9cf8d32db868d,
An efficient backtracking heuristic for the resource allocation problem with compatibility and exclusivity constraints,Ahmed Khassiba,2024.0,Journal of Heuristics,2,https://www.semanticscholar.org/paper/28a8c8372fede99a1c35c517a9d4e91a65e06b21,
Heuristic Methods for the Antenna-Constrained Beam Layout Optimization on Multibeam Broadcasting Mission,"Camille Lescuyer, Christian Artigues, Jean-Thomas Camino, Cédric Pralet",2024.0,International Conference on Operations Research and Enterprise Systems,2,https://www.semanticscholar.org/paper/db06a800a4c374976c7ef273a8a7beab363330ad,": In this paper, we tackle a payload design problem for a broadcasting mission where a telecommunication satellite must provide television services to distinct regions defined as polygons. To cover these polygons, several telecommunication beams are emitted by the satellite, with the risk that they mutually degrade their performance while also being hard to accommodate mechanically on the spacecraft. The problem is to determine a set of non-conflicting beams that cover all the regions and optimize a performance metric related to the sizes of the beams used. The first method is a matheuristic exploiting iterative solv of an ILP model. The second method, called the merge-and-split heuristic, is inspired by Iterated Local Search and reuses a fast graph coloring algorithm to analyze conflicts among selected beams. These two methods are evaluated on realistic instances, the largest one involving more than one hundred regions to cover."
Combining Bat Algorithm with angle modulation for Graph Coloring Problem,"Halima Djelloul, S. Chikhi",2015.0,,2,https://www.semanticscholar.org/paper/b5e46f34604aaf39cfe07c123051b41adf4ecac8,
Parallel search-and-learn techniques and graph coloring,"C. Ravikumar, R. Aggarwal",1996.0,Knowledge-Based Systems,2,https://www.semanticscholar.org/paper/1fbad08ba743661ef2565bf8ae93e50c2e620055,
A new graph coloring algorithm for constrained via minimization,"R. Noteboom, H. H. Ali",1994.0,Proceedings of 1994 37th Midwest Symposium on Circuits and Systems,2,https://www.semanticscholar.org/paper/d59f0030d2ad8664fca65f57fc84e2d3a9b2f31e,
New Algorithms for Graph Coloring Problem,C. Weidong,2004.0,,2,https://www.semanticscholar.org/paper/e3eb8fe8185cd14c9a462025c831f9ddd3c5984e,
Forging optimal solutions to the edge-coloring problem,"Brandon P. Enochs, R. Wainwright",2001.0,,2,https://www.semanticscholar.org/paper/97874145cb62171b82dd1125a252b1f92b6b78b4,
A Heuristic for the Maximum Processor Requirement for Scheduling Layered Task Graphs with Coloring,"Dibyendu Das, P. Dasgupta, P. Das",1998.0,J. Parallel Distributed Comput.,2,https://www.semanticscholar.org/paper/81bd2ed684b311d13dcc231627053d946d3eb394,
Simulated annealing hyper-heuristic algorithm for TTP,Zhang An-jie,2008.0,,2,https://www.semanticscholar.org/paper/ea2e1a9d5e8a9dc39e66c7386af5ee6a63c0374a,
On the k-coloring Problem,"Taehoon Park, C. Lee",1994.0,,2,https://www.semanticscholar.org/paper/8db22db571459d3b703bae1119b68f000be39a83,
Scheduling Transportation Events with Grouping Genetic Algorithms and the Heuristic DJD,"Hugo Terashima-Marín, Juan Manuel Tavernier-Deloya, Manuel Valenzuela-Rendón",2005.0,Mexican International Conference on Artificial Intelligence,2,https://www.semanticscholar.org/paper/527313a0303831c1df5bace67c2fb9310a6ebc39,
Exact Coloring of Sparse Matrices,"S. Hossain, Ahamad Imtiaz Khan",2017.0,,2,https://www.semanticscholar.org/paper/b723c95570a842dd2a75cda56a6e9c5c5fe29c3a,
A heuristic for the minimum cost chromatic partition problem,"C. Ribeiro, Philippe L. Santos",2020.0,RAIRO Oper. Res.,2,https://www.semanticscholar.org/paper/3018a14f727aacbc3c03cecbc888bfa0f660e331,"The graph coloring problem consists in coloring the vertices of a graph G=(V, E) with a minimum number of colors, such as that any two adjacent vertices receive different colors. The minimum cost chromatic partition problem (MCCPP) is an extension of the graph coloring problem in which there are costs associated with the colors and one seeks a vertex coloring minimizing the sum of the costs of the colors used in each vertex. The problem finds applications in VLSI design and in some scheduling problems modeled on interval graphs. We propose a trajectory search heuristic using local search, path-relinking, and perturbations for solving MCCPP and discuss computational results."
Resource Unit Allocation in Coordinated OFDMA Multi-User Wi-Fi Systems,"Mahboubeh Irannezhad Parizi, Mostafa Rahmani Ghourtani, Frank Scahill, K. Cumanan",2025.0,IEEE Wireless Communications Letters,2,https://www.semanticscholar.org/paper/0b9c636f8b7ef7d92f9bcc8eb112832979e5ec7f,"The scheduling of resource units (RUs) in a multi-AP coordination network is considered vital for high spectrum efficiency and effective interference mitigation in future Wi-Fi Networks. In this letter, we propose a RU allocation scheme to maximize the long-term average network throughput of STAs in a multi-AP coordinated Wi-Fi network within a joint coordinated orthogonal frequency-division multiple access (C-OFDMA) and coordinated special reuse (CSR) framework. The proposed scheme ensures that the average rates satisfy the STAs’ quality of service (QoS) requirements and the interference in the overlapping basic service sets (OBSSs) is efficiently managed. The original RU allocation problem is formulated as binary integer programming, which is an NP hard. To address this, a heuristic graph coloring model is introduced for RU allocation in OBSSs, where the Sharing-AP allocates RUs with weighted max-min (WMM)-based graph coloring to overlapping STAs while simultaneously assigning RUs to its own STAs within the same frequency band using the WMM algorithm. Simulation results demonstrate that the proposed RU scheduling algorithm enhances overall mean network throughput by 30%. The simplicity and low computational complexity of the proposed algorithm confirm its effectiveness and practicality for implementation."
A Cuckoo Quantum Evolutionary Algorithm for the Graph Coloring Problem,"Yongjian Xu, Yu Chen",2021.0,International Conference on Bio-Inspired Computing: Theories and Applications,2,https://www.semanticscholar.org/paper/d7b940d8a3dbeda26bcf09d79c5ff54f57a33dd3,"Based on the framework of the quantum-inspired evolutionary algorithm, a cuckoo quantum evolutionary algorithm (CQEA) is proposed for solving the graph coloring problem (GCP). To reduce iterations for the search of the chromatic number, the initial quantum population is generated by random initialization assisted by inheritance. Moreover, improvement of global exploration is achieved by incorporating the cuckoo search strategy, and a local search operation, as well as a perturbance strategy, is developed to enhance its performance on GCPs. Numerical results demonstrate that CQEA operates with strong exploration and exploitation abilities, and is competitive to the compared state-of-the-art heuristic algorithms."
Algorithmes Heuristiques et Techniques d'Apprentissage : Applications au Problème de Coloration de Graphe. (Heuristic Algorithms And Learning Techniques : Applications to the Graph Coloring Problem),D. Porumbel,2009.0,,2,https://www.semanticscholar.org/paper/7d030f038c4ba5af70ccfc59d65ba57f0b9a9d63,
Probabilistic analysis of a heuristic graph coloring algorithm,"T. Kawaguchi, Hideo Nakano, Yoshiro Nakanishi",1982.0,,2,https://www.semanticscholar.org/paper/bda0273dcee909165fa1dbbc54977883d71563e8,
Decision Making in Industry 4.0 - A Comparison of Distributed Control Approaches,"Oliver Antons, J. Bendul",2019.0,Service Orientation in Holonic and Multi-Agent Manufacturing,2,https://www.semanticscholar.org/paper/79ebdaa4a00739e3bdeb26a27f9133a3da60bb08,
Fast Algorithm for Finding Maximum Clique in Scale-Free Networks,Andrej Jursa,2016.0,Conference on Theory and Practice of Information Technologies,2,https://www.semanticscholar.org/paper/798fad2595830dfcae3d6c04075eb63c2977818b,
Performance Profile of a Hybrid Heuristic Search Technique Using Graph Coloring as a Seed Example,"A. J. Pal, S. S. Sarma, Biman Ray",2006.0,International Conference on Computing and Information,2,https://www.semanticscholar.org/paper/7f36c279b351446acb5cad41408142567890aff7,
An Experimental Comparison of Heuristic Coloring Algorithms in Terms of Found Color Classes on Random Graphs,"D. Kumlander, Aleksei Kulitskov",2019.0,World Congress on Global Optimization,1,https://www.semanticscholar.org/paper/948c5c80473ea5a639b47c601bc4612984f5ae73,
Coloring Dynamic Graphs With a Similarity and Pool-Based Evolutionary Algorithm,"Gizem Süngü Terci, Betül Boz",2025.0,IEEE Access,1,https://www.semanticscholar.org/paper/a63fae2b4a79ec3f54fa886b7664298659cb302d,"The graph coloring problem is a well-known optimization challenge, particularly relevant in dynamic environments where the graph undergoes continuous changes over time. Evolutionary algorithms, known for their adaptability and effectiveness in handling NP-hard problems, are well-suited for tackling the issues related to coloring dynamic graphs. In this paper, we present a novel Similarity and Pool-Based Evolutionary Algorithm designed to address the graph coloring problem on dynamic graphs. Our approach employs a partition-based representation that adapts to dynamic graph changes while preserving valuable historical information. The algorithm introduces an innovative similarity and conflict-based crossover operator aimed at minimizing the number of colors used, alongside a local search method to enhance solution diversity. We evaluated the performance of the proposed algorithm against a well-known heuristic for the graph coloring problem and a genetic algorithm with a dynamic population across a diverse set of dynamic graphs. Experimental results demonstrate that our algorithm consistently outperforms these alternatives by reducing the number of colors required in the majority of test cases."
Genetic algorithm with intelligence chaotic algorithm and heuristic multi-point crossover to graph coloring problem,"Seyyed Ali Sadati Tileboni, H. Jazayeriy, M. Valinataj",2017.0,,1,https://www.semanticscholar.org/paper/35024904bce52f502478d9a09a8a9e52518ff8c2,
Multi-frontal multi-thread direct solver with GALOIS system for adaptive finite element method,"A. Paszyńska, Konrad Jopek, M. Wozniak, M. Paszyński, Donald Nguyen, Andrew Lenerth, K. Pingali",2015.0,,1,https://www.semanticscholar.org/paper/38015e761a2ca1d466980fc2bc2d14238e61a41a,
Maximum Clique via MaxSat and Back Again,"Alexandre Zuge, Renato Carmo",2015.0,Matemática Contemporânea,1,https://www.semanticscholar.org/paper/6d2869a4528b6859daaf8452652c0b9b13deb2c4,"Branch and bound algorithms stand out as the best performing exact solutions for the Maximum Clique problem. The main recent advances are basically refinements on the same algorithm, where heuristic coloring functions are used for bounding. We look into an attempt to get a tighter bound by applying an heuristic employed in MaxSat solvers. Such heuristic depends on a reduction between the two problems. We show how this heuristic works without resorting to MaxSat terminology, and reformulate it using only graph theoretic concepts."
A Heuristic for the Coloring of Planar Graphs,"Guillermo De Ita Luna, Cristina López Ramírez, Ana E. De Ita-Varela, J. E. Gutiérrez-Gómez",2020.0,Electronical Notes in Theoretical Computer Science,1,https://www.semanticscholar.org/paper/fff2bb32aafde26440e1775cbba89e7ddcbfcf43,"Abstract We present an algorithm for the coloring of planar graphs based on the construction of a maximal independent set S of the input graph. The maximal independent set S must fulfill certain characteristics. For example, S contains the vertex that appears in a maximum number of odd cycles of G. The construction of S considers the internal-face graph of the input graph G in order to select each vertex belonging to a maximal number of odd faces of G. The traversing in pre-order on the internal-face graph Gf of the input planar graph G provides us of a strategy for the construction of partial maximal independent sets of critical regions of Gf. Thus, the union of these partial maximal independent sets forms a maximal independent set S of G. This allows us to color first the vertices that are crucial for decomposing G in a graph (G − S), which is a polygonal tree, and therefore, is 3-colorable."
Exact and Heuristic Algorithms for the Partition Coloring Problem,"Fabio Furini, E. Malaguti, Alberto Santini",2016.0,,1,https://www.semanticscholar.org/paper/2fb462a52bcb1c904bdd5bdeb26d177f0b99b4c7,
Branch and Bound Algorithm for Finding the Maximum Clique Problem,"M. Suyudi, M. Mamat",2018.0,,1,https://www.semanticscholar.org/paper/6af6cdbb3acd0c6dac6d9c473dfcaef91421cc36,
Exact and heuristic algorithms for MinMax Channel Assignment Problems modeled as distance geometry graph coloring,"Bruno Dias, Rosiane de Freitas, N. Maculan, Jayme Szwarcﬁter, P. Michelon",2015.0,,1,https://www.semanticscholar.org/paper/6cb29ff41810ea1ca2bf4313cf58cae5651b8e79,
The minimum conflict-free row split problem revisited: a branching formulation and (in)approximability issues,"Ademir Hujdurović, Edin Husić, Martin Milanič, Romeo Rizzi, Alexandru I. Tomescu",2017.0,International Workshop on Graph-Theoretic Concepts in Computer Science,1,https://www.semanticscholar.org/paper/69687d95d249c9d0644ddbd1e35a6518f484843e,
Graph Coloring based Heuristic for Crew Rostering,"L. Hajdu, Attila Tóth, Miklós Krész",2020.0,Acta Cybernetica,1,https://www.semanticscholar.org/paper/731237cd84a4c0a0f5c015e91760267deb48d9bf,"In the last years personnel cost became a huge factor in the financial management of many companies and institutions.The firms are obligated to employ their workers in accordance with the law prescribing labour rules. The companies can save costs with minimizing the differences between the real and the expected worktimes. Crew rostering is assigning the workers to the previously determined shifts, which has been widely studied in the literature. In this paper, a mathematical model of the problem is presented and a two-phase graph coloring method for the crew rostering problem is introduced. Our method has been tested on artificially generated and real life input data. The results of the new algorithm have been compared to the solutions of the integer programming model for moderate-sized problems instances."
